Date,Time,Timezone,Retailer,lastUserSessionId,store,Retailer StoreID,country,lastActiveUser,app version,Q1: How satisfied are you with the NewStore Associate App?,Q2: Can you tell us why?,Q2. Other (please specify) explain,Q3: How often do these issues occur?,"Q4: How would you rate the recent app's performance (e.g., speed, reliability)?",Q5: Where should we focus on improving the app?,Q5. Others (please specify) explain,"Q6: Any other thoughts, feedback, or ideas you have for us?"
2024-10-08,18:09:59,UTC,clarks,SGyLz8Vbkx0HlLzL02lyA,5411,clarks_5411,,26b041916b5d5058a78b4cd18d8ac34a,1.53.1 ,🙂 Satisfied,,,,😐 OK,"`Searching` ,`Ease of Navigation`",,
2024-10-08,20:48:42,UTC,windsor,zabGDyz4sdtWCEXuqU5TF,160,windsor_160,,82623de8fd095e68a884b61790824100,1.55.0 ,🙂 Satisfied,,,,🙂 Good,`Speed and Performance`,,
2024-10-08,21:59:33,UTC,djconcession,FvnELCx4AJNYdxTnyeOoV,QBF,djconcession_QBF,,2a9baa8ffa4850799e6d883a1dfadebd,1.55.0 ,😍 Very satisfied,,,,😍 Excellent,"`Logging in` ,`Scanning`",,Mo its all good
2024-10-08,22:22:13,UTC,williams,51473D8m8PiczVLGKLa5u,KGT,williams_KGT,,afc507860ecc52c3937bf05b280e7c54,1.55.0 ,😍 Very satisfied,,,,😍 Excellent,`Others (please specify)`,"You guys updated the tap the scan button thank you! The only big i see sometimes though is when i search something up and type it in it works, but then ill go into another screen section and the keyboard will pop up randomly when i dont need it. Thanks for listening team i appreciate it 🥰",
2024-10-08,23:35:21,UTC,mathers,wzjamlblW6WB0DvZePNnK,JBJ,mathers_JBJ,,f18cd31704bf54f78e7a4c71aa547166,1.55.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Scanning`",,
2024-10-09,8:37:19,UTC,clarks,0UkDg24H8JL9tcTA1jIfq,5551,clarks_5551,,33190a6fed3c5edbb1a4089943479c50,1.55.0 ,🙂 Satisfied,,,,🙂 Good,`Ease of Navigation`,,
2024-10-09,8:45:23,UTC,clarks,buzn0ukZtbURv9UCbLuco,1893,clarks_1893,,672318d9a581532389a63961eb445c23,1.55.0 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The app is slow to open after I log in.`",,Frequently (more than 3 times per week),☹️ Poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Ease of Navigation`",,"A-lot of orders aren't appearing on the system, as a result have had to be added in manually. Also we have lost a few order sales due to having US stock showing ""available to order"" if possible, please find a way to separate the UK and US stock/warehouses so it avoids losing sales and confusion.Could we have a search bar added to the order/inventory/ASN system as it takes a while to process orders which would definitely be easier if we could just search it up instead of having to scroll down every time. Frequently when scanning 2 products (for example shoe   carrier bag only carrier bag appears) the first won't appear in the cart and has to be scanned a second time, unsure why this happens but it has been an issue and caused accidental double charging on 1 product.It would be helpful for the store IDP/address to show automatically as we have to type it in every time."
2024-10-09,10:04:38,UTC,clarks,jd5-XPQbhewPxl3AmuSVJ,1897,clarks_1897,,3514a902f6d05cc2835d230fbb23278c,1.55.0 ,🙁 Unsatisfied,,,,,,,
2024-10-09,12:28:30,UTC,clarks,LChzd4k8YznxTysZza6Kk,5445,clarks_5445,,8b3942ca40e5578abf815fbe6d4d59b1,1.55.0 ,😐 Neutral,"`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.`",,Consistently (daily),😐 OK,"`Logging in` ,`Searching`",,
2024-10-09,14:05:04,UTC,clarks,oEoP2UF_uKU9XprZo8aIW,2308,clarks_2308,,22413b7610e5502284c27bd0b34c85ec,1.55.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`It’s hard to find products.` ,`The app is slow to open after I log in.`",,Consistently (daily),😐 OK,"`Speed and Performance` ,`Searching`",,
2024-10-09,14:13:50,UTC,clarks,r4ITJstlgrB1slRmmObxv,3805,clarks_3805,,5c95a77089e0558f857ce14168f45358,1.55.0 ,🙂 Satisfied,,,,☹️ Poor,"`Speed and Performance` ,`Scanning` ,`Searching` ,`Customer Capture`",,"Slow on iPad 10th Gens. Customer capture via email before payment is awkward & proves a learning curve, should instead be ask for email & opt-in to emails on reciept payment screen"
2024-10-09,21:24:23,UTC,5sn,V1JgHX2k2pKSkKA9BQxWh,9,5sn_9,,7df82f8a26765f9ea09a233c95764189,1.54.0 ,😍 Very satisfied,,,,😍 Excellent,,,
2024-10-09,22:55:59,UTC,williams,Fdt6kw_CRBqfphiZigawv,KDP,williams_KDP,,72fa7103e0885910a4cabf3b93d981ce,1.55.0 ,😭 Very Unsatisfied,,,,,,,
2024-10-10,0:01:17,UTC,williams,N7K4_uKSIrYKkX4VWjVRk,KBN,williams_KBN,,e25359148c3e562e9941f8a088cee21a,1.55.0 ,🙂 Satisfied,,,,🙂 Good,`Searching`,,
2024-10-10,6:36:43,UTC,williams,CRAVmBR0beCeQcKYNRU0k,KHT,williams_KHT,,9f10c4c819a952c2a224120bd7ff2faf,1.55.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Too many steps to complete a task.` ,`Other (please specify)`",Print hang tag button could be on a step futher so you don't have to click so many buttons,Consistently (daily),🙂 Good,"`Speed and Performance` ,`Others (please specify)`",Print hang tag button could be on first page when you scan an item so there is less clicking to get a hang tag to print,
2024-10-10,11:18:16,UTC,clarks,gHjxf7_f-FoFXbWrERi4_,31,clarks_31,,b5c09ed207cc596fab1c1e0987319e38,1.55.0 ,😍 Very satisfied,,,,😐 OK,,,
2024-10-10,12:37:10,UTC,clarks,mYsd6nCE9VMkxvu4g4ODI,5455,clarks_5455,,dc4f64ab944d55b2984cafa83d1fa76d,1.55.0 ,🙁 Unsatisfied,`Photos and content load slowly.`,,Consistently (daily),😐 OK,"`Speed and Performance` ,`Logging in` ,`Searching` ,`Ease of Navigation`",,
2024-10-10,14:04:45,UTC,clarks,yAd4gwFEd8yq8xGJaJQBH,7782,clarks_7782,,0cb1de7df45c5cf8b351543c14dcac02,1.55.0 ,🙂 Satisfied,,,,😐 OK,"`Logging in` ,`Scanning`",,
2024-10-10,14:41:13,UTC,clarks,DzWXMP1Z75F4g03I09mIN,5541,clarks_5541,,461b04c941bf517a93eb225668ee0a4f,1.55.0 ,😐 Neutral,"`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work`",,Occasionally (2-3 times per week),🙂 Good,"`Speed and Performance` ,`Logging in`",,Ni
2024-10-10,15:27:25,UTC,clarks,fxW31OsSE4H8Ui6nq8g1S,2326,clarks_2326,,2f75459c714e50598d62f1f9a6733f9e,1.55.0 ,😐 Neutral,"`Slow response to actions (like adding items to a cart)` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),😐 OK,"`Speed and Performance` ,`Searching` ,`Ease of Navigation`",,
2024-10-10,17:12:42,UTC,clarks,xjkblgxkPTzDDwg8MFz5w,3008,clarks_3008,,4562675af0ad52dd826b7717f3815c53,1.55.0 ,🙂 Satisfied,,,,🙂 Good,"`Customer Capture` ,`Others (please specify)`",,
2024-10-10,19:09:03,UTC,clarks,YfZPHtBZmLdf4_6O_QMk9,A809,clarks_A809,,f681a5ed8a795dd6a77f37573101e1ff,1.55.0 ,😐 Neutral,`The login process interrupts my work`,,Occasionally (2-3 times per week),🙂 Good,"`Logging in` ,`Customer Capture`",,
2024-10-10,21:02:57,UTC,windsor,JJU65CCNr_cC_dG098uOA,252,windsor_252,,d52af691fc0f56c3a67ad0846ea26f90,1.55.0 ,😍 Very satisfied,,,,😍 Excellent,`Customer Capture`,,Most of the time they don’t have there QR code and don’t know where it is. 
2024-10-10,21:35:31,UTC,clarks,iZw3V7XYIyslpi-eWOsbi,A507,clarks_A507,,5ccc7615123f5cbf9897f0add43bef22,1.55.0 ,😐 Neutral,,,,,,,
2024-10-10,21:43:55,UTC,clarks,ExfBXephz4nK5Zcu46K3Q,A831,clarks_A831,,7eef89c5b67b50d19a733a9805869f4f,1.55.0 ,🙂 Satisfied,,,,🙂 Good,,,
2024-10-10,23:01:12,UTC,williams,_ythzxswdmoKlszrT8hsv,KHH,williams_KHH,,8527b1d9261f5e1888a3c4888b5a3e92,1.55.0 ,😍 Very satisfied,,,,😍 Excellent,`Speed and Performance`,,Not at this stage
2024-10-11,5:32:34,UTC,mathers,gEgKxktKHEXALsnItQyFZ,JBP,mathers_JBP,,d95bd6a2de355ae9bf0c671ea98d8876,1.55.0 ,🙂 Satisfied,,,,🙂 Good,`Ease of Navigation`,,No
2024-10-11,9:58:41,UTC,clarks,ZC5KCkEeVO17fnduklhJ7,5445,clarks_5445,,53f699e6c51859f2bb352179993b26b0,1.55.0 ,😭 Very Unsatisfied,`Other (please specify)`,Notifications aren't working on my account and when the wifi drops out it doesn't let me log in even after it comes back,Rarely (Once a week or less),☹️ Poor,"`Speed and Performance` ,`Logging in`",,
2024-10-11,10:15:55,UTC,clarks,3jeJ4INt4gme37dz8hFhc,2529,clarks_2529,,dccef157ccaf5b859560ce9d6be623dd,1.55.0 ,🙁 Unsatisfied,,,,,,,
2024-10-11,11:38:46,UTC,clarks,,,clarks_,,,1.55.0 ,🙂 Satisfied,,,,😐 OK,`Logging in`,,Keep us logged in so we dont have to resign in every week. Even if it means changing a password instead.
2024-10-11,15:28:33,UTC,clarks,6QJ6WqGN_4xMeOtnQoz5T,5530,clarks_5530,,008a17f8c2eb563ebed38ac259962346,1.55.0 ,😐 Neutral,"`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Occasionally (2-3 times per week),😐 OK,"`Speed and Performance` ,`Logging in` ,`Customer Capture`",,
2024-10-12,5:30:10,UTC,williams,esiDPAkIAFSIshZchxRJ3,KAZ,williams_KAZ,,2cf11b720d2e5e3fa9ab5ff7d2e2a50e,1.55.0 ,😍 Very satisfied,,,,,,,
2024-10-12,9:05:19,UTC,clarks,cvEeAk5cQViLOlug_eEZc,3232,clarks_3232,,30a8415c8d1651f986ec562d16f30156,1.55.0 ,🙂 Satisfied,,,,☹️ Poor,"`Scanning` ,`Searching`",,
2024-10-12,11:29:39,UTC,clarks,0WU5dN1SMV7xypzjtS9E2,3883,clarks_3883,,145c0bcdb1de5d3a82533ac673d6e87c,1.55.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Logging in`",,
2024-10-12,12:03:13,UTC,clarks,w0h1rJlStYygAWyeQDu4o,5455,clarks_5455,,51ccad5bac185a7d901682f833714eac,1.55.0 ,😐 Neutral,`Too many steps to complete a task.`,,Consistently (daily),😐 OK,"`Logging in` ,`Searching` ,`Ease of Navigation`",,
2024-10-12,12:28:13,UTC,clarks,ZvTlKcT-yE_ArqZFbG_cF,5423,clarks_5423,,349a65c5e494559380ce7df7099e441d,1.55.0 ,😍 Very satisfied,,,,😍 Excellent,`Speed and Performance`,,
2024-10-12,14:05:16,UTC,windsor,_P4YII7ysD9h4pKaHdZkY,171,windsor_171,,430043d933eb529ab6d8ecd5897580dd,1.55.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Logging in` ,`Ease of Navigation`",,
2024-10-12,14:43:54,UTC,clarks,4h2K0SI9AVIX_cug1FdVZ,5516,clarks_5516,,7025b0024d6b5de7b12c0697334e9809,1.55.0 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),😭 Very poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment`",,
2024-10-12,14:52:41,UTC,clarks,0-QYexXBUIdiXw5GS3G9l,2278,clarks_2278,,9c2507ac9ec05b8e9e4662519ffe37f9,1.55.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Other (please specify)`",App takes too long to sync with PED or is unable to connect ,Occasionally (2-3 times per week),😐 OK,"`Speed and Performance` ,`Searching` ,`Payment`",,"Option in filter for newer season products, add way in the app to sell and order shoes at the same time "
2024-10-12,15:07:09,UTC,clarks,9jUlvyqKjpk14yxf1os7-,2308,clarks_2308,,82e7d53f0f665b75824ee7fb3653c7b0,1.55.0 ,😍 Very satisfied,,,,,,,
2024-10-12,20:44:39,UTC,clarks,YojzrQahztKTkYDG20h32,A157,clarks_A157,,31ac43955866506f87251677c92f4a6e,1.55.0 ,😍 Very satisfied,,,,,,,
2024-10-13,0:21:16,UTC,williams,_MpwUeMD5jPnwq_vzCHsx,KCH,williams_KCH,,ff5d49b744e856448388dbd1ede83276,1.55.0 ,😐 Neutral,`The login process interrupts my work`,,Frequently (more than 3 times per week),😐 OK,,,
2024-10-13,1:09:48,UTC,williams,zVDkDlgP7ZpTK65H4ked4,KHB,williams_KHB,,d1050339fd405278897bfe2bdd247203,1.55.0 ,🙂 Satisfied,,,,🙂 Good,`Speed and Performance`,,
2024-10-13,9:57:15,UTC,clarks,t6Jeb8Rg6NEsqUgCYTX8S,5445,clarks_5445,,3510ab206c515a9ab9e74fb01eb0473b,1.55.0 ,😍 Very satisfied,,,,🙂 Good,`Searching`,,
2024-10-13,10:17:45,UTC,clarks,wrYslXoL7cCHhyP1l9nyS,3257,clarks_3257,,7be4b65324c25721b0e30b652ee29a5d,1.55.0 ,😭 Very Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.`",,Frequently (more than 3 times per week),😭 Very poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation`",,Our previous Samsung StoreIQ app was so much better.  Can they just turn the previous till system into AI digital?
2024-10-13,16:00:41,UTC,clarks,M2yAoiTMOanox76tI9W5s,2103,clarks_2103,,18c812525972576cbb9841138fbe00b9,1.55.0 ,🙂 Satisfied,,,,,,,
2024-10-13,21:15:26,UTC,clarks,zpppb9Rv5smI1AnG2w_ZQ,A507,clarks_A507,,5ccc7615123f5cbf9897f0add43bef22,1.55.0 ,😐 Neutral,"`Too many steps to complete a task.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,,,,,
2024-10-13,23:54:49,UTC,midas,tMKLMQq7RIc70kXNF7_Lx,OAJ,midas_OAJ,,a5d869160d125746b8ed6986c81ebef9,1.55.0 ,😍 Very satisfied,,,,🙂 Good,`Speed and Performance`,,Sometimes app glitches and have to restart in order to keep using 
2024-10-14,8:22:28,UTC,clarks,-6LBZ3T2ZZm4k7j_vbPs9,6384,clarks_6384,,420358c2415e5887bfa2e3bc7eafb965,1.55.0 ,🙂 Satisfied,,,,😐 OK,`Speed and Performance`,,
2024-10-14,9:45:21,UTC,clarks,B1sH8RTZpK9XKc5I3eHZl,1893,clarks_1893,,672318d9a581532389a63961eb445c23,1.55.0 ,😭 Very Unsatisfied,`Photos and content load slowly.`,,Consistently (daily),😭 Very poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching`",,
2024-10-14,10:08:19,UTC,clarks,DDoNiDrKxtmHEITVVogjI,5470,clarks_5470,,5a9d3f8ca17d5ce99c2c881a93942e9b,1.55.0 ,😐 Neutral,,,,,,,
2024-10-14,10:37:00,UTC,clarks,Y4pl6tu_P9sSdKOiVNcdn,2257,clarks_2257,,c005f378e30c5465b5edcf3df3d53479,1.55.0 ,😐 Neutral,"`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.`",,Frequently (more than 3 times per week),☹️ Poor,"`Speed and Performance` ,`Searching` ,`Customer Capture` ,`Ease of Navigation`",,
2024-10-14,11:42:00,UTC,clarks,p0ayOvCG74QSSTZ1KoS5G,5481,clarks_5481,,d72850d50b1c5a3aa7046153ae54debf,1.55.0 ,🙁 Unsatisfied,`Too many steps to complete a task.`,,Consistently (daily),☹️ Poor,"`Searching` ,`Customer Capture`",,There is way to many stages to go through
2024-10-14,14:10:25,UTC,clarks,y50i9QqNeyT7V8T4a5oJH,3805,clarks_3805,,27d3a5fe4e83580bab9ba46047b5ddfd,1.55.0 ,😭 Very Unsatisfied,`The app is slow to open after I log in.`,,Consistently (daily),😐 OK,"`Logging in` ,`Ease of Navigation`",,
2024-10-14,16:35:30,UTC,clarks,jGARCdwP-JrOeeBLtFFlo,3851,clarks_3851,,c4253e09759357bbb3018b6821242b71,1.52.0 ,🙂 Satisfied,,,,🙂 Good,`Logging in`,,
2024-10-14,18:49:31,UTC,clarks,smvLkQo6fYvKYV31XRHmk,A714,clarks_A714,,737bf4809bb250b49301def66ca42fda,1.55.0 ,😍 Very satisfied,,,,😍 Excellent,`Logging in`,,
2024-10-15,1:49:55,UTC,marine-layer,,,marine-layer_,,,1.55.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The app is slow to open after I log in.`",,Consistently (daily),😐 OK,`Speed and Performance`,,
2024-10-15,8:10:53,UTC,clarks,8XgotxUfOKuZZwZlBcwXO,5482,clarks_5482,,919c8cfb6be95013811ab3093e6dd861,1.55.0 ,😐 Neutral,`Slow response to actions (like adding items to a cart)`,,Occasionally (2-3 times per week),☹️ Poor,`Logging in`,,
2024-10-15,12:50:17,UTC,clarks,m7bxX3ZETs94Q3_cE4hr_,3235,clarks_3235,,e9d7a793beed545b85fd94b576179397,1.55.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Scanning` ,`Searching` ,`Customer Capture`",,
2024-10-15,13:15:38,UTC,clarks,XAE2D1Gc3TJInxnTAT_4l,5585,clarks_5585,,e24fe0846d7156a4a62f0b8e413236e8,1.55.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work`",,Consistently (daily),☹️ Poor,"`Speed and Performance` ,`Logging in`",,
2024-10-15,15:06:57,UTC,clarks,jRVptuUMcmN3gZNwT3TLf,5413,clarks_5413,,e7aaf4c26bef59daa582e92c5a9729c7,1.55.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Frequently (more than 3 times per week),😐 OK,"`Logging in` ,`Searching` ,`Customer Capture` ,`Ease of Navigation`",,
2024-10-15,19:19:07,UTC,marine-layer,ENf_gICDi1-B_ZrmpQOI6,SEA,marine-layer_SEA,,7a4043c8bec35af296f8bf4fa37f35c0,1.56.0 ,😐 Neutral,"`Photos and content load slowly.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Frequently (more than 3 times per week),🙂 Good,"`Speed and Performance` ,`Logging in`",,
2024-10-15,22:15:28,UTC,birkenstock,JVC4oRLkGVfAgAWvbrhhl,319003,birkenstock_319003,,81fbf912cefe596b92903bfc240a1499,1.56.0 ,😭 Very Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Frequently (more than 3 times per week),😭 Very poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment`",,Need a system to where we can look up shoes efficiently and effectively 
2024-10-15,23:20:07,UTC,clarks,90FymXb7swcN1RAXVeaQ5,A128,clarks_A128,,6b1ffdd99fd85b7e935f1289581b5b0d,1.55.0 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),☹️ Poor,"`Speed and Performance` ,`Others (please specify)`",It spins or freezes in everything i try to do. I have had to shut it down several times,
2024-10-16,1:11:31,UTC,mathers,nQ9lsBC-URLrv4KtAt1my,JAH,mathers_JAH,,76d759a30a8959beb09ace0913c27d0a,1.55.0 ,🙁 Unsatisfied,`Other (please specify)`,"When searching for a colour of a shoe, every colour ever manufactured is listed. It can be quite time-consuming scrolling through the exhaustive list. Is there a way to remove the colours no longer in stock & no-longer manufactured?",Consistently (daily),😐 OK,`Logging in`,,Can we log in every 7-10days instead of every 3-4days?
2024-10-16,7:13:20,UTC,clarks,MzT2gIy3Ny4BBlM8Z-mls,7772,clarks_7772,,689f98a54d2159419b649e07944578fa,1.56.0 ,🙂 Satisfied,,,,🙂 Good,`Logging in`,,No
2024-10-16,8:35:19,UTC,clarks,GvKatVikmhrZB1d7p_eHq,2362,clarks_2362,,cee15780030b50a48948394e85ce4c2f,1.56.0 ,😐 Neutral,,,,,,,
2024-10-16,8:41:02,UTC,clarks,qTyu5rRfeqVcsMxdU46yX,5118,clarks_5118,,ece4c4fd8cde5de1b680270a0bc82cab,1.56.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work`",,Consistently (daily),☹️ Poor,"`Speed and Performance` ,`Logging in` ,`Searching` ,`Customer Capture`",,
2024-10-16,8:59:31,UTC,clarks,0nUrIIG0ZiDVy_1B4YxKH,3264,clarks_3264,,96b643b028275526a52001daa7c8d8f2,1.56.0 ,🙁 Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work` ,`Other (please specify)`",Takes too long to scroll to look for order number on receiving with asn when doing collections. A search bar to type in order number would be a lot quicker and easier  ,Consistently (daily),🙂 Good,"`Searching` ,`Others (please specify)`",Receiving with asn search  ,Search bar for receiving with a asn. Will make searching for collections a lot easier and quicker for staff 
2024-10-16,9:57:11,UTC,whitestuff,jzLkPl2lSY1h-lM-HH1Ck,105,whitestuff_105,,3da553d1a4715e9c8f468367f8af75be,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,`Logging in`,,NA
2024-10-16,10:22:35,UTC,clarks,u3k5CroRL4-6jQsI-_Bip,36,clarks_36,,101366937a015757a6b94e4909a98e03,1.56.0 ,🙁 Unsatisfied,`Too many steps to complete a task.`,,Consistently (daily),☹️ Poor,`Customer Capture`,,"The whole app is difficult to navigate efficiently- slow to add shoes onto runner, customer capture process not efficient, very slow to upload current stock. Disconnects to wifi too often making the transaction process slower and lengthy especially with reduced staffing hours."
2024-10-16,10:25:38,UTC,clarks,ukiy1ZOpPhi0Lg0aZSFQe,2552,clarks_2552,,234f048f81285577a3901a608b25c407,1.56.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work`",,Consistently (daily),😐 OK,"`Logging in` ,`Searching` ,`Customer Capture` ,`Ease of Navigation`",,
2024-10-16,10:28:41,UTC,clarks,zoic87lCqZ27fYyTEAnce,46,clarks_46,,0d4d76f1bcbd5aadaa79a7113e427462,1.55.0 ,🙁 Unsatisfied,`Slow response to actions (like adding items to a cart)`,,Occasionally (2-3 times per week),,,,
2024-10-16,10:41:24,UTC,clarks,4RH7cx_qA48Jc7yGZM6dm,3232,clarks_3232,,30a8415c8d1651f986ec562d16f30156,1.56.0 ,😐 Neutral,"`Too many steps to complete a task.` ,`The login process interrupts my work`",,Frequently (more than 3 times per week),😐 OK,"`Logging in` ,`Searching`",,
2024-10-16,10:41:35,UTC,clarks,5-DrwSdNDXtaSn5PVESac,3251,clarks_3251,,82dbe4c484b65916ae91b8448277a3aa,1.56.0 ,😐 Neutral,,,,,,,
2024-10-16,11:02:33,UTC,clarks,r629ZVjY-fjThHq12hKDN,7765,clarks_7765,,424be9265ca25aa489378bfe4b738854,1.56.0 ,😭 Very Unsatisfied,`The app is slow to open after I log in.`,,Consistently (daily),😭 Very poor,`Speed and Performance`,,Difficult connection
2024-10-16,11:24:45,UTC,clarks,IoG0kIn5hKCza49ipSGLk,5461,clarks_5461,,2f1c8e8baf505efcbff947e563167117,1.56.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Searching` ,`Ease of Navigation`",,Put prefixes on the shoe names and let us search for ASN collect numbers
