Date,Time,Timezone,Page,Retailer,User Agent,Q1: How would rate your satisfaction with the Omnichannel Manager (NOM) at newstore.com?,Q2: Why are you unsatisfied?,Q3: What should we prioritize improving in NOM?,Q3. Other (Please specify) explain,Q4: Select your job title,Q4. Other (Please specify) explain,Q5: What are the tasks you use NOM for?,Q5. Other (Please specify) explain,Q6: Anything else to add?
2025-10-21,6:07:11,UTC,https://manager.burton.p.newstore.net/dashboard/net-sales,burton,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-21,5:49:54,UTC,https://manager.casablancaparis.p.newstore.net/,casablancaparis,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Safari/605.1.15",Happy,,,,,,,,
2025-10-10,15:58:10,UTC,https://manager.christiandior-staging.p.newstore.net/settings/fiscalization/fiscal-stores,christiandior-staging,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,"`Make it easier to import and export data` ,`Other (Please specify)`",give me more options for self-service without the need to contact newstore to perform standard tasks,Engineering/IT Professional,,"`Looking up orders and order statuses` ,`Managing products and inventory` ,`Managing order fulfillment`",,
2025-10-12,0:26:34,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Disappointed,"`NOM is slow, laggy or unreliable.`",`Improve the speed and performance`,,Customer Service Representative,,,,
2025-10-20,15:32:13,UTC,https://manager.clarks.p.newstore.net/sales/orders?page=0&pagesize=10&q=1013969118&sortby=placedat&dir=desc,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Engineering/IT Professional,,`Looking up orders and order statuses`,,
2025-10-10,12:53:31,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Extremely Happy,,`Improve the speed and performance`,,Other (Please specify),Team lead,,,
2025-10-10,14:13:19,UTC,https://manager.clarks.p.newstore.net/store-operations/inventory/count-tasks?count=10&offset=30&status=completed,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,`Make it more user friendly`,,Other (Please specify),stock integrity,"`Looking up orders and order statuses` ,`Managing products and inventory`",,
2025-10-13,1:55:29,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Disappointed,"`NOM is slow, laggy or unreliable.` ,`NOM lacks features or functionality I need.`","`Improve the speed and performance` ,`Other (Please specify)`","Could really use a way to filter men's and women's shoe sales to keep track of which men's shoes are doing well and which women's shoes are doing well. Additionally, A way to track accessories sales specifically would be a great addition.",Other (Please specify),Store team lead.,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing coupons and promotions` ,`Managing order fulfillment`",,"It would also be great if we could localize the time so that we in the U.S don't have to constantly switch from ""yesterday"" to ""today"" until 4pm just to get our KPI numbers."
2025-10-14,10:40:42,UTC,https://manager.clarks.p.newstore.net/insights/reports,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,Other (Please specify),n,`Other (Please specify)`,n,
2025-10-11,16:53:02,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Retail Operations (Manager),,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information`",,
2025-10-18,17:25:15,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,"`Improve the speed and performance` ,`Other (Please specify)`",Maybe have it update the data more often so we can fill out reports on time.,Retail Operations (Manager),,"`Using Insights and reports` ,`Managing products and inventory`",,
2025-10-10,16:02:16,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Extremely Happy,,`Improve the speed and performance`,,Store Associate,,,,
2025-10-10,22:27:42,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Store Associate,,`Using Insights and reports`,,
2025-10-11,7:18:41,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Neither Happy Nor Disappointed,,"`Make it more user friendly` ,`Make it easier to import and export data`",,Store Associate,,"`Looking up orders and order statuses` ,`Looking up customer information`",,
2025-10-11,11:45:40,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,"`Make it more user friendly` ,`Improve the speed and performance` ,`Make it easier to import and export data`",,Store Associate,,,,
2025-10-12,20:00:39,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,`Other (Please describe)`,"`Make it more user friendly` ,`Improve the speed and performance` ,`Make it easier to import and export data`",,Store Associate,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Managing products and inventory`",,
2025-10-14,0:43:28,UTC,https://manager.clarks.p.newstore.net/insights/reports/cbfef0c2-af77-448b-b7a0-2e58d8c54227,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Disappointed,"`NOM is slow, laggy or unreliable.`",`Improve the speed and performance`,,Store Associate,,`Using Insights and reports`,,
2025-10-15,9:25:17,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,"`Make it more user friendly` ,`Improve the speed and performance`",,Store Associate,,"`Using Insights and reports` ,`Looking up orders and order statuses`",,
2025-10-16,13:45:29,UTC,https://manager.clarks.p.newstore.net/sales/orders?page=0&pagesize=10&q=1014028820&sortby=placedat&dir=desc,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Neither Happy Nor Disappointed,,"`Make it more user friendly` ,`Improve the speed and performance`",,Store Associate,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Managing products and inventory` ,`Managing order fulfillment`",,"Show all runner tasks on one screen rather than having to select individual tasks, will make for a quicker experience collecting each one as some are close together but have to be collected individually as the tasks can only be viewed one at a time"
2025-10-20,22:23:13,UTC,https://manager.clarks.p.newstore.net/insights/reports,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Happy,,`Make it easier to import and export data`,,Store Associate,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing coupons and promotions` ,`Managing order fulfillment`",,
2025-10-21,2:04:19,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Disappointed,"`NOM is slow, laggy or unreliable.`",`Improve the speed and performance`,,Store Associate,,,,
2025-10-10,11:51:56,UTC,https://manager.clarks.p.newstore.net/sales/orders?page=0&pagesize=10&q=1007582365&sortby=placedat&dir=desc,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Disappointed,`NOM is difficult to use.`,"`Make it more user friendly` ,`Improve the speed and performance` ,`Make it easier to import and export data`",,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Managing products and inventory`",,
2025-10-10,12:43:32,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,"`Improve the speed and performance` ,`Make it easier to import and export data`",,Store Manager or Assistant Store Manager,,`Using Insights and reports`,,
2025-10-10,13:17:21,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Happy,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses`",,
2025-10-10,13:59:56,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Happy,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Managing products and inventory` ,`Managing order fulfillment`",,
2025-10-10,14:10:09,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,`Make it easier to import and export data`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Managing products and inventory`",,
2025-10-10,14:13:23,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Neither Happy Nor Disappointed,,"`Make it more user friendly` ,`Improve the speed and performance` ,`Make it easier to import and export data`",,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information`",,
2025-10-10,14:17:00,UTC,https://manager.clarks.p.newstore.net/insights/reports,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Extremely Happy,,`Make it more user friendly`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information`",,
2025-10-10,15:12:44,UTC,https://manager.clarks.p.newstore.net/insights/reports,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,"`Make it more user friendly` ,`Improve the speed and performance`",,Store Manager or Assistant Store Manager,,"`Looking up customer information` ,`Managing order fulfillment`",,
2025-10-10,15:16:58,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,,,
2025-10-10,16:00:35,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,"`Make it more user friendly` ,`Improve the speed and performance`",,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Managing products and inventory`",,
2025-10-10,16:32:18,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,`Using Insights and reports`,,
2025-10-10,20:14:12,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Happy,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses`",,updating store sales faster
2025-10-10,22:28:20,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing coupons and promotions` ,`Managing order fulfillment`",,
2025-10-11,7:19:13,UTC,https://manager.clarks.p.newstore.net/insights/reports/0261024c-2e12-4d6c-ae1f-48a02d030fbe,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,`Make it more user friendly`,,Store Manager or Assistant Store Manager,,"`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing order fulfillment`",,
2025-10-11,7:35:22,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,"`Make it more user friendly` ,`Make it easier to import and export data`",,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information`",,
2025-10-11,8:19:08,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Extremely Disappointed,"`NOM is slow, laggy or unreliable.`",`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing coupons and promotions` ,`Managing order fulfillment`",,
2025-10-11,8:24:57,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,Store Manager or Assistant Store Manager,,,,
2025-10-11,9:08:57,UTC,https://manager.clarks.p.newstore.net/insights/reports,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Disappointed,`Other (Please describe)`,`Other (Please specify)`,One of our i pads says favourites store daily sales with a star. This says I don't have permission as a manager I need permission,Store Manager or Assistant Store Manager,,,,
2025-10-11,9:58:09,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing order fulfillment`",,
2025-10-11,13:32:36,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Disappointed,"`NOM is slow, laggy or unreliable.` ,`NOM lacks features or functionality I need.`","`Improve the speed and performance` ,`Make it easier to import and export data`",,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing order fulfillment`",,
2025-10-12,8:21:27,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,,,
2025-10-12,8:35:56,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Extremely Happy,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses`",,
2025-10-13,13:51:40,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Managing products and inventory` ,`Managing coupons and promotions` ,`Managing order fulfillment`",,
